Iteration;Time;BestFitness;Call-0;Best-0;Imp-0;Eq-0;Wrs-0;Tm-0;Call-1;Best-1;Imp-1;Eq-1;Wrs-1;Tm-1;Call-2;Best-2;Imp-2;Eq-2;Wrs-2;Tm-2;Call-3;Best-3;Imp-3;Eq-3;Wrs-3;Tm-3;Call-4;Best-4;Imp-4;Eq-4;Wrs-4;Tm-4;Call-5;Best-5;Imp-5;Eq-5;Wrs-5;Tm-5;Call-6;Best-6;Imp-6;Eq-6;Wrs-6;Tm-6;Call-7;Best-7;Imp-7;Eq-7;Wrs-7;Tm-7;Call-8;Best-8;Imp-8;Eq-8;Wrs-8;Tm-8;Call-9;Best-9;Imp-9;Eq-9;Wrs-9;Tm-9;Call-10;Best-10;Imp-10;Eq-10;Wrs-10;Tm-10;
1;0,003;429,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
1;0,015;410,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
2;0,022;409,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;1;1;1;0;0;0,002095;0;0;0;0;0;0,0;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
4;0,028;408,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;1;1;1;0;0;5,47E-4;1;1;1;0;0;0,002095;1;0;0;0;1;8,8E-4;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
5;0,07;402,0;1;1;1;0;0;0,037654;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;1;1;1;0;0;5,47E-4;1;1;1;0;0;0,002095;1;0;0;0;1;8,8E-4;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
7;0,074;401,0;1;1;1;0;0;0,037654;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;3;2;2;0;1;0,001425;1;1;1;0;0;0,002095;1;0;0;0;1;8,8E-4;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
8;0,083;400,0;1;1;1;0;0;0,037654;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;4;3;3;0;1;0,001978;1;1;1;0;0;0,002095;1;0;0;0;1;8,8E-4;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;
14;0,092;395,0;1;1;1;0;0;0,037654;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;6;3;3;1;2;0,002791;2;2;2;0;0;0,003469;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
15;0,125;389,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;0;0;0;0;0;0,0;0;0;0;0;0;0,0;6;3;3;1;2;0,002791;2;2;2;0;0;0,003469;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
16;0,128;388,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;0;0;0;0;0;0,0;1;1;1;0;0;7,22E-4;6;3;3;1;2;0,002791;2;2;2;0;0;0,003469;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
18;0,134;387,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;0;0;0;0;0;0,0;2;1;1;1;0;0,001291;6;3;3;1;2;0,002791;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
19;0,14;384,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;0;0;0;0;0;0,0;2;1;1;1;0;0,001291;7;4;4;1;2;0,003242;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
20;0,142;383,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;0;0;0;0;0;0,0;2;1;1;1;0;0,001291;8;5;5;1;2;0,003513;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
21;0,159;382,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;2;1;1;1;0;0,001291;8;5;5;1;2;0,003513;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;0;0;0;0;0;0,0;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
22;0,161;376,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;2;1;1;1;0;0,001291;8;5;5;1;2;0,003513;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;1;1;1;0;0;7,65E-4;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
23;0,164;370,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;2;1;1;1;0;0,001291;8;5;5;1;2;0,003513;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;2;2;2;0;0;0,001562;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
25;0,167;362,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;2;1;1;1;0;0,001291;9;5;5;2;2;0,003713;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;3;3;3;0;0;0,002522;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
26;0,169;361,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;3;2;2;1;0;0,001742;9;5;5;2;2;0,003713;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;3;3;3;0;0;0,002522;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
28;0,174;351,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;4;2;2;2;0;0,002181;9;5;5;2;2;0,003713;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;4;4;4;0;0;0,00335;1;0;0;0;1;4,72E-4;1;0;0;1;0;4,33E-4;
31;0,181;347,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;4;2;2;2;0;0,002181;10;6;6;2;2;0,003945;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;4;4;4;0;0;0,00335;3;0;0;1;2;9,45E-4;1;0;0;1;0;4,33E-4;
33;0,186;344,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;4;2;2;2;0;0,002181;11;6;6;2;3;0,004175;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;5;5;5;0;0;0,00454;3;0;0;1;2;9,45E-4;1;0;0;1;0;4,33E-4;
34;0,188;341,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;5;3;3;2;0;0,002609;11;6;6;2;3;0,004175;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;5;5;5;0;0;0,00454;3;0;0;1;2;9,45E-4;1;0;0;1;0;4,33E-4;
36;0,189;340,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;5;3;3;2;0;0,002609;12;7;7;2;3;0,004338;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;5;5;5;0;0;0,00454;3;0;0;1;2;9,45E-4;2;0;0;1;1;6,22E-4;
42;0,193;337,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;7;3;3;2;2;0,003322;15;7;7;3;5;0,004773;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;6;6;6;0;0;0,005242;3;0;0;1;2;9,45E-4;2;0;0;1;1;6,22E-4;
43;0,195;336,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;7;3;3;2;2;0,003322;16;8;8;3;5;0,00494;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;6;6;6;0;0;0,005242;3;0;0;1;2;9,45E-4;2;0;0;1;1;6,22E-4;
46;0,198;323,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;8;3;3;3;2;0,003665;16;8;8;3;5;0,00494;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;7;7;7;0;0;0,006;4;0;0;1;3;0,001073;2;0;0;1;1;6,22E-4;
47;0,2;322,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;8;3;3;3;2;0,003665;17;9;9;3;5;0,005107;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;7;7;7;0;0;0,006;4;0;0;1;3;0,001073;2;0;0;1;1;6,22E-4;
50;0,203;318,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;8;3;3;3;2;0,003665;19;9;9;4;6;0,005413;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;8;8;8;0;0;0,006745;4;0;0;1;3;0,001073;2;0;0;1;1;6,22E-4;
53;0,205;315,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;8;3;3;3;2;0,003665;21;10;10;5;6;0,005721;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;8;8;8;0;0;0,006745;4;0;0;1;3;0,001073;3;0;0;1;2;7,65E-4;
56;0,207;314,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;8;3;3;3;2;0,003665;24;11;11;6;7;0,006222;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;8;8;8;0;0;0,006745;4;0;0;1;3;0,001073;3;0;0;1;2;7,65E-4;
57;0,212;311,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;8;3;3;3;2;0,003665;24;11;11;6;7;0,006222;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;9;9;9;0;0;0,007705;4;0;0;1;3;0,001073;3;0;0;1;2;7,65E-4;
64;0,22;309,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;9;4;4;3;2;0,004127;28;11;11;6;11;0,007006;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;9;9;9;0;0;0,007705;4;0;0;1;3;0,001073;5;0;0;2;3;0,001128;
67;0,226;306,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;9;4;4;3;2;0,004127;29;11;11;6;12;0,007262;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;10;10;10;0;0;0,008577;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
70;0,228;303,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;10;4;4;3;3;0,004471;30;11;11;6;13;0,00741;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;11;11;11;0;0;0,00927;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
71;0,23;300,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;10;4;4;3;3;0,004471;31;12;12;6;13;0,007557;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;11;11;11;0;0;0,00927;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
78;0,232;299,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;37;13;13;7;17;0,008392;3;3;3;0;0;0,004644;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;11;11;11;0;0;0,00927;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
80;0,235;297,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;38;13;13;7;18;0,008544;4;4;4;0;0;0,00523;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;11;11;11;0;0;0,00927;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
81;0,237;294,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;38;13;13;7;18;0,008544;5;5;5;0;0;0,005825;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;11;11;11;0;0;0,00927;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
82;0,239;290,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;38;13;13;7;18;0,008544;5;5;5;0;0;0,005825;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;12;12;12;0;0;0,009985;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
84;0,241;289,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;39;13;13;7;19;0,008692;6;6;6;0;0;0,006431;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;12;12;12;0;0;0,009985;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
85;0,244;286,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;39;13;13;7;19;0,008692;6;6;6;0;0;0,006431;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;13;13;13;0;0;0,010736;4;0;0;1;3;0,001073;6;0;0;2;4;0,001401;
88;0,247;285,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;40;13;13;7;20;0,008877;6;6;6;0;0;0,006431;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;14;14;14;0;0;0,011595;5;0;0;1;4;0,001214;6;0;0;2;4;0,001401;
90;0,25;282,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;40;13;13;7;20;0,008877;6;6;6;0;0;0,006431;2;0;0;0;2;0,001697;1;1;1;0;0;0,006494;15;15;15;0;0;0,012491;5;0;0;1;4;0,001214;7;0;0;3;4;0,001608;
93;0,253;279,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;41;13;13;7;21;0,009045;6;6;6;0;0;0,006431;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;16;16;16;0;0;0,013166;5;0;0;1;4;0,001214;7;0;0;3;4;0,001608;
94;0,255;274,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;41;13;13;7;21;0,009045;7;7;7;0;0;0,007035;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;16;16;16;0;0;0,013166;5;0;0;1;4;0,001214;7;0;0;3;4;0,001608;
96;0,257;273,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;41;13;13;7;21;0,009045;7;7;7;0;0;0,007035;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;17;17;17;0;0;0,013846;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
97;0,26;272,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;41;13;13;7;21;0,009045;8;8;8;0;0;0,007743;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;17;17;17;0;0;0,013846;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
98;0,268;271,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;11;4;4;4;3;0,004785;41;13;13;7;21;0,009045;8;8;8;0;0;0,007743;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;18;18;18;0;0;0,014948;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
99;0,274;269,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;12;5;5;4;3;0,005414;41;13;13;7;21;0,009045;8;8;8;0;0;0,007743;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;18;18;18;0;0;0,014948;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
100;0,284;266,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;12;5;5;4;3;0,005414;41;13;13;7;21;0,009045;9;9;9;0;0;0,00835;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;18;18;18;0;0;0,014948;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
103;0,287;263,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;13;5;5;4;4;0,00572;42;13;13;7;22;0,00921;9;9;9;0;0;0,00835;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;19;19;19;0;0;0,015837;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
104;0,29;260,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;13;5;5;4;4;0,00572;42;13;13;7;22;0,00921;9;9;9;0;0;0,00835;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;20;20;20;0;0;0,016536;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
105;0,293;259,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;13;5;5;4;4;0,00572;42;13;13;7;22;0,00921;9;9;9;0;0;0,00835;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;21;21;21;0;0;0,017474;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
107;0,296;256,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;14;5;5;4;5;0,006001;42;13;13;7;22;0,00921;10;10;10;0;0;0,009025;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;21;21;21;0;0;0,017474;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
108;0,298;249,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;14;5;5;4;5;0,006001;42;13;13;7;22;0,00921;10;10;10;0;0;0,009025;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;22;22;22;0;0;0,018166;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
110;0,303;245,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;14;5;5;4;5;0,006001;42;13;13;7;22;0,00921;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;23;23;23;0;0;0,019062;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
114;0,306;244,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;15;5;5;4;6;0,006314;45;14;14;7;24;0,009688;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;23;23;23;0;0;0,019062;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
115;0,309;242,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;15;5;5;4;6;0,006314;45;14;14;7;24;0,009688;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;24;24;24;0;0;0,019955;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
120;0,312;231,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;15;5;5;4;6;0,006314;49;14;14;8;27;0,010154;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;25;25;25;0;0;0,020831;6;0;0;1;5;0,001314;7;0;0;3;4;0,001608;
124;0,315;230,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;17;6;6;5;6;0,006935;50;14;14;8;28;0,010305;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;25;25;25;0;0;0,020831;6;0;0;1;5;0,001314;8;0;0;4;4;0,001765;
130;0,319;227,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;18;7;7;5;6;0,007247;55;14;14;8;33;0,01105;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;25;25;25;0;0;0,020831;6;0;0;1;5;0,001314;8;0;0;4;4;0,001765;
132;0,322;226,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;19;8;8;5;6;0,00761;55;14;14;8;33;0,01105;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;25;25;25;0;0;0,020831;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
134;0,324;225,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;19;8;8;5;6;0,00761;56;14;14;8;34;0,011181;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;26;26;26;0;0;0,0215;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
135;0,327;223,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;19;8;8;5;6;0,00761;56;14;14;8;34;0,011181;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;27;27;27;0;0;0,022414;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
136;0,33;222,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;20;9;9;5;6;0,007959;56;14;14;8;34;0,011181;11;10;10;1;0;0,009709;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;27;27;27;0;0;0,022414;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
141;0,333;221,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;21;10;10;5;6;0,008276;59;14;14;8;37;0,011576;12;10;10;2;0;0,010381;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;27;27;27;0;0;0,022414;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
142;0,336;220,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;21;10;10;5;6;0,008276;59;14;14;8;37;0,011576;12;10;10;2;0;0,010381;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;28;28;28;0;0;0,02329;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
144;0,339;217,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;21;10;10;5;6;0,008276;60;14;14;8;38;0,011743;12;10;10;2;0;0,010381;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;29;29;29;0;0;0,0242;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
146;0,341;212,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;22;10;10;5;7;0,00853;60;14;14;8;38;0,011743;12;10;10;2;0;0,010381;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;30;30;30;0;0;0,024883;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
149;0,345;209,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;22;10;10;5;7;0,00853;61;14;14;8;39;0,011895;13;10;10;2;1;0,0111;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;31;31;31;0;0;0,025688;6;0;0;1;5;0,001314;9;0;0;4;5;0,001935;
155;0,35;205,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;23;10;10;6;7;0,008761;63;14;14;8;41;0,012104;14;10;10;3;1;0,01157;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;32;32;32;0;0;0,026306;7;0;0;1;6;0,001412;9;0;0;4;5;0,001935;
157;0,356;204,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;23;10;10;6;7;0,008761;64;14;14;8;42;0,012252;14;10;10;3;1;0,01157;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;33;33;33;0;0;0,027003;7;0;0;1;6;0,001412;9;0;0;4;5;0,001935;
158;0,361;201,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;24;11;11;6;7;0,009122;64;14;14;8;42;0,012252;14;10;10;3;1;0,01157;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;33;33;33;0;0;0,027003;7;0;0;1;6;0,001412;9;0;0;4;5;0,001935;
160;0,367;200,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;24;11;11;6;7;0,009122;64;14;14;8;42;0,012252;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;34;34;34;0;0;0,027707;7;0;0;1;6;0,001412;9;0;0;4;5;0,001935;
