Iteration;Time;BestFitness;Call-0;Best-0;Imp-0;Eq-0;Wrs-0;Tm-0;Call-1;Best-1;Imp-1;Eq-1;Wrs-1;Tm-1;Call-2;Best-2;Imp-2;Eq-2;Wrs-2;Tm-2;Call-3;Best-3;Imp-3;Eq-3;Wrs-3;Tm-3;Call-4;Best-4;Imp-4;Eq-4;Wrs-4;Tm-4;Call-5;Best-5;Imp-5;Eq-5;Wrs-5;Tm-5;Call-6;Best-6;Imp-6;Eq-6;Wrs-6;Tm-6;Call-7;Best-7;Imp-7;Eq-7;Wrs-7;Tm-7;Call-8;Best-8;Imp-8;Eq-8;Wrs-8;Tm-8;Call-9;Best-9;Imp-9;Eq-9;Wrs-9;Tm-9;Call-10;Best-10;Imp-10;Eq-10;Wrs-10;Tm-10;
163;0,371;199,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;26;12;12;6;8;0,009658;65;14;14;9;42;0,012384;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;34;34;34;0;0;0,027707;7;0;0;1;6;0,001412;9;0;0;4;5;0,001935;
168;0,375;195,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;28;12;12;6;10;0,010255;67;14;14;9;44;0,012679;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;35;35;35;0;0;0,028531;7;0;0;1;6;0,001412;9;0;0;4;5;0,001935;
170;0,377;194,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;29;13;13;6;10;0,010539;67;14;14;9;44;0,012679;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;35;35;35;0;0;0,028531;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
171;0,38;192,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;29;13;13;6;10;0,010539;67;14;14;9;44;0,012679;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;36;36;36;0;0;0,029399;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
173;0,383;188,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;30;13;13;6;11;0,010842;67;14;14;9;44;0,012679;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;37;37;37;0;0;0,030264;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
176;0,385;187,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;31;13;13;6;12;0,011067;68;14;14;9;45;0,012797;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;38;38;38;0;0;0,030905;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
177;0,387;185,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;32;14;14;6;12;0,011383;68;14;14;9;45;0,012797;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;38;38;38;0;0;0,030905;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
178;0,389;183,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;32;14;14;6;12;0,011383;68;14;14;9;45;0,012797;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;39;39;39;0;0;0,031567;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
182;0,393;181,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;33;14;14;6;13;0,011679;69;14;14;9;46;0,012939;15;10;10;4;1;0,012106;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;41;40;40;1;0;0,033343;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
184;0,397;180,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;33;14;14;6;13;0,011679;69;14;14;9;46;0,012939;16;11;11;4;1;0,012775;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;42;40;40;2;0;0,034133;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
189;0,401;175,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;34;14;14;6;14;0,0119;69;14;14;9;46;0,012939;17;11;11;5;1;0,013255;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;45;41;41;4;0;0,036251;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
190;0,403;173,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;34;14;14;6;14;0,0119;69;14;14;9;46;0,012939;17;11;11;5;1;0,013255;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;46;42;42;4;0;0,036932;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
191;0,406;170,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;34;14;14;6;14;0,0119;69;14;14;9;46;0,012939;17;11;11;5;1;0,013255;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;47;43;43;4;0;0,037591;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
194;0,408;167,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;34;14;14;6;14;0,0119;71;14;14;9;48;0,013162;17;11;11;5;1;0,013255;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;48;44;44;4;0;0,03822;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
195;0,411;165,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;34;14;14;6;14;0,0119;71;14;14;9;48;0,013162;18;12;12;5;1;0,01379;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;48;44;44;4;0;0,03822;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
201;0,416;164,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;35;14;14;6;15;0,012122;73;14;14;9;50;0,013416;20;12;12;7;1;0,014997;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;49;45;45;4;0;0,038834;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
203;0,418;161,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;35;14;14;6;15;0,012122;74;14;14;9;51;0,013534;20;12;12;7;1;0,014997;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;50;46;46;4;0;0,039474;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
204;0,42;160,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;35;14;14;6;15;0,012122;74;14;14;9;51;0,013534;20;12;12;7;1;0,014997;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;51;47;47;4;0;0,040128;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
205;0,423;157,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;35;14;14;6;15;0,012122;74;14;14;9;51;0,013534;21;13;13;7;1;0,015655;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;51;47;47;4;0;0,040128;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
206;0,425;156,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;36;15;15;6;15;0,012435;74;14;14;9;51;0,013534;21;13;13;7;1;0,015655;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;51;47;47;4;0;0,040128;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
211;0,428;155,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;75;14;14;9;52;0,013671;22;14;14;7;1;0,01636;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;51;47;47;4;0;0,040128;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
212;0,431;154,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;75;14;14;9;52;0,013671;23;15;15;7;1;0,017021;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;51;47;47;4;0;0,040128;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
213;0,433;153,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;75;14;14;9;52;0,013671;23;15;15;7;1;0,017021;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;52;48;48;4;0;0,040778;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
217;0,437;150,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;76;14;14;9;53;0,013802;23;15;15;7;1;0,017021;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;55;49;49;6;0;0,042817;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
218;0,439;149,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;76;14;14;9;53;0,013802;23;15;15;7;1;0,017021;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;56;50;50;6;0;0,043465;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
220;0,442;147,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;77;14;14;9;54;0,013922;23;15;15;7;1;0,017021;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;57;51;51;6;0;0,044354;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
221;0,444;145,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;77;14;14;9;54;0,013922;24;16;16;7;1;0,017532;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;57;51;51;6;0;0,044354;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
222;0,447;143,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;77;14;14;9;54;0,013922;24;16;16;7;1;0,017532;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;58;52;52;6;0;0,045006;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
224;0,45;142,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;39;15;15;6;18;0,013315;78;14;14;10;54;0,014079;24;16;16;7;1;0,017532;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;59;53;53;6;0;0,045853;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
230;0,456;141,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;41;15;15;6;20;0,013811;80;14;14;10;56;0,014345;26;17;17;7;2;0,01859;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;59;53;53;6;0;0,045853;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
233;0,462;140,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;41;15;15;6;20;0,013811;82;14;14;10;58;0,014636;27;18;18;7;2;0,019134;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;59;53;53;6;0;0,045853;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
234;0,467;139,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;41;15;15;6;20;0,013811;82;14;14;10;58;0,014636;27;18;18;7;2;0,019134;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;60;54;54;6;0;0,04655;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
235;0,472;138,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;41;15;15;6;20;0,013811;82;14;14;10;58;0,014636;28;19;19;7;2;0,019697;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;60;54;54;6;0;0,04655;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
241;0,48;137,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;43;15;15;6;22;0,01438;82;14;14;10;58;0,014636;31;19;19;8;4;0,021377;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;61;55;55;6;0;0,047283;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
242;0,484;133,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;43;15;15;6;22;0,01438;82;14;14;10;58;0,014636;32;20;20;8;4;0,021968;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;61;55;55;6;0;0,047283;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
244;0,487;132,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;44;15;15;6;23;0,014615;82;14;14;10;58;0,014636;32;20;20;8;4;0,021968;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;62;56;56;6;0;0,047918;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
245;0,489;129,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;44;15;15;6;23;0,014615;82;14;14;10;58;0,014636;32;20;20;8;4;0,021968;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;63;57;57;6;0;0,048551;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
246;0,491;128,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;44;15;15;6;23;0,014615;82;14;14;10;58;0,014636;32;20;20;8;4;0,021968;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;64;58;58;6;0;0,049149;7;0;0;1;6;0,001412;10;0;0;5;5;0,00202;
268;0,499;127,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;50;16;16;7;27;0,016089;91;14;14;11;66;0,01565;34;20;21;9;4;0,022987;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;68;58;58;10;0;0,051787;7;0;0;1;6;0,001412;11;0;0;5;6;0,002156;
269;0,501;126,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;50;16;16;7;27;0,016089;91;14;14;11;66;0,01565;34;20;21;9;4;0,022987;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;69;59;59;10;0;0,052389;7;0;0;1;6;0,001412;11;0;0;5;6;0,002156;
271;0,504;125,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;51;16;16;7;28;0,016334;91;14;14;11;66;0,01565;34;20;21;9;4;0,022987;3;0;0;0;3;0,001977;1;1;1;0;0;0,006494;70;60;60;10;0;0,052982;7;0;0;1;6;0,001412;11;0;0;5;6;0,002156;
285;0,51;123,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;57;16;16;8;33;0,01758;92;14;14;11;67;0,015745;37;21;22;9;6;0,024388;4;0;0;0;4;0,002219;1;1;1;0;0;0,006494;73;60;60;13;0;0,054796;7;0;0;1;6;0,001412;11;0;0;5;6;0,002156;
286;0,512;122,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;57;16;16;8;33;0,01758;92;14;14;11;67;0,015745;37;21;22;9;6;0,024388;4;0;0;0;4;0,002219;1;1;1;0;0;0,006494;74;61;61;13;0;0,055429;7;0;0;1;6;0,001412;11;0;0;5;6;0,002156;
292;0,515;120,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;59;16;16;9;34;0,017991;92;14;14;11;67;0,015745;37;21;22;9;6;0,024388;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;76;62;62;14;0;0,056671;8;0;0;1;7;0,001515;11;0;0;5;6;0,002156;
299;0,519;119,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;61;16;16;10;35;0,01841;94;14;14;11;69;0,015945;38;21;22;9;7;0,024822;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;78;63;63;15;0;0,057895;8;0;0;1;7;0,001515;11;0;0;5;6;0,002156;
301;0,522;118,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;61;16;16;10;35;0,01841;94;14;14;11;69;0,015945;39;22;23;9;7;0,025375;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;79;63;63;16;0;0,058564;8;0;0;1;7;0,001515;11;0;0;5;6;0,002156;
311;0,528;116,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;63;16;16;10;37;0,018805;96;14;14;11;71;0,016149;39;22;23;9;7;0,025375;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;84;64;64;20;0;0,061588;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
314;0,531;114,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;63;16;16;10;37;0,018805;97;14;14;11;72;0,016267;39;22;23;9;7;0,025375;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;86;65;65;21;0;0,062793;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
315;0,532;113,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;63;16;16;10;37;0,018805;97;14;14;11;72;0,016267;39;22;23;9;7;0,025375;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;87;66;66;21;0;0,063427;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
317;0,534;112,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;63;16;16;10;37;0,018805;98;14;14;11;73;0,016367;39;22;23;9;7;0,025375;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;88;67;67;21;0;0,064049;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
321;0,538;110,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;64;16;16;10;38;0,01901;98;14;14;11;73;0,016367;40;22;23;9;8;0,025836;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;90;68;68;22;0;0,065175;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
329;0,541;109,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;66;16;16;12;38;0,019391;101;14;14;11;76;0,01664;42;23;24;10;8;0,026844;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;91;68;68;23;0;0,065759;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
330;0,543;107,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;66;16;16;12;38;0,019391;101;14;14;11;76;0,01664;42;23;24;10;8;0,026844;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;92;69;69;23;0;0,06636;8;0;0;1;7;0,001515;12;0;0;6;6;0,002229;
332;0,546;106,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;66;16;16;12;38;0,019391;101;14;14;11;76;0,01664;42;23;24;10;8;0,026844;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;93;70;70;23;0;0,066968;9;0;0;1;8;0,001592;12;0;0;6;6;0,002229;
335;0,549;104,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;66;16;16;12;38;0,019391;102;14;14;11;77;0,016741;44;24;25;10;9;0,027762;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;93;70;70;23;0;0,066968;9;0;0;1;8;0,001592;12;0;0;6;6;0,002229;
339;0,551;103,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;67;16;16;12;39;0,019599;103;14;14;11;78;0,016838;45;24;25;10;10;0,028306;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;94;71;71;23;0;0,067579;9;0;0;1;8;0,001592;12;0;0;6;6;0,002229;
355;0,56;102,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;68;16;16;12;40;0,019793;106;14;14;11;81;0,017098;48;25;26;11;11;0,029901;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;101;71;71;30;0;0,071929;11;0;0;1;10;0,001754;12;0;0;6;6;0,002229;
357;0,562;101,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;68;16;16;12;40;0,019793;106;14;14;11;81;0,017098;49;25;26;11;12;0,03042;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;102;72;72;30;0;0,072534;11;0;0;1;10;0,001754;12;0;0;6;6;0,002229;
363;0,566;100,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;70;16;16;13;41;0,02021;106;14;14;11;81;0,017098;50;25;26;12;12;0,030886;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;105;73;73;32;0;0,074363;11;0;0;1;10;0,001754;12;0;0;6;6;0,002229;
366;0,569;98,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;71;16;16;13;42;0,020423;107;14;14;12;81;0,017208;50;25;26;12;12;0,030886;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;106;74;74;32;0;0,074968;11;0;0;1;10;0,001754;12;0;0;6;6;0,002229;
368;0,571;95,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;71;16;16;13;42;0,020423;107;14;14;12;81;0,017208;51;25;26;12;13;0,031346;5;0;0;0;5;0,002469;1;1;1;0;0;0,006494;107;75;75;32;0;0,075566;11;0;0;1;10;0,001754;12;0;0;6;6;0,002229;
373;0,576;94,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;71;16;16;13;42;0,020423;107;14;14;12;81;0,017208;51;25;26;12;13;0,031346;5;0;0;0;5;0,002469;2;1;1;1;0;0,007625;111;76;76;35;0;0,077765;11;0;0;1;10;0,001754;12;0;0;6;6;0,002229;
378;0,579;90,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;72;16;16;13;43;0,020652;109;14;14;12;83;0,017434;51;25;26;12;13;0,031346;5;0;0;0;5;0,002469;2;1;1;1;0;0,007625;112;77;77;35;0;0,078393;12;0;0;1;11;0,001841;12;0;0;6;6;0,002229;
451;0,608;89,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;86;16;17;14;55;0,023537;126;14;14;12;100;0,019127;62;25;30;14;18;0,03648;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;135;78;81;54;0;0,092109;15;0;0;2;13;0,002125;14;0;0;6;8;0,002431;
460;0,613;88,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;88;16;17;14;57;0,02392;128;14;14;12;102;0,019315;65;26;31;15;19;0,037903;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;137;78;81;56;0;0,093255;15;0;0;2;13;0,002125;14;0;0;6;8;0,002431;
467;0,617;87,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;90;16;17;14;59;0,024324;128;14;14;12;102;0,019315;67;26;31;17;19;0,038814;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;139;79;82;57;0;0,094442;16;0;0;3;13;0,002215;14;0;0;6;8;0,002431;
468;0,619;86,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;90;16;17;14;59;0,024324;128;14;14;12;102;0,019315;67;26;31;17;19;0,038814;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;140;80;83;57;0;0,095048;16;0;0;3;13;0,002215;14;0;0;6;8;0,002431;
470;0,621;83,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;90;16;17;14;59;0,024324;128;14;14;12;102;0,019315;68;27;32;17;19;0,039303;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;141;80;83;58;0;0,095624;16;0;0;3;13;0,002215;14;0;0;6;8;0,002431;
472;0,623;82,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;90;16;17;14;59;0,024324;128;14;14;12;102;0,019315;69;28;33;17;19;0,039764;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;142;80;83;59;0;0,096206;16;0;0;3;13;0,002215;14;0;0;6;8;0,002431;
475;0,626;81,0;1;1;1;0;0;0,037654;1;1;1;0;0;0,030135;1;1;1;0;0;0,014965;90;16;17;14;59;0,024324;129;14;14;12;103;0,019398;69;28;33;17;19;0,039764;8;0;0;0;8;0,003141;2;1;1;1;0;0,007625;144;81;84;60;0;0,097299;16;0;0;3;13;0,002215;14;0;0;6;8;0,002431;
